Company Name,Job Name,Work Shift and Experience,Localisation,Publish Date,More Info,Additional Information
Entreprise anonyme,              Conseiller commercial                    , Confirmé / Expérimenté (1 à 2 ans),"Blida, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/blida/10074251-conseiller-commercial,"Missions du poste : 


Développer et fidéliser Un portefeuille clients .


Cibler et Convaincre  les clients potentiels .


Écouter pour déterminer ses besoins et proposer une solution adaptée .


Vendre les produits .


Responsabilités :


Conseil aux clients


Cibler la demande du client.


Conseiller le client en fonction de ses besoins : Dimension, Usage, Option ,Prix


Communiquer aux clients les différentes Promotion.


Expliquer aux clients le mode d’utilisation .


Expliquer aux clients les avantages offert par la Sarl BOMAR COMPANY .


Expliquer aux Clients  La garantie offerte par la Sarl BOMARE COMPANY .


Gestion de Showroom


Ranger et Installer les enchantions de Produit.


Vieller a la Propreté de showroom 


Profil recherché : 

Niveau Universitaire


Formation complémentaire dans le domaine de la vente.

Maîtrise des techniques de vente et de négociation.


Bonnes connaissances techniques des produits."
Entreprise anonyme,              Chargé de la paie                    , Confirmé / Expérimenté (3 à 5 ans),"Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074250-charge-de-la-paie,Entreprise Algérienne privée leader dans son domaine recrute son chargé de la paieMissions & Tâches : Etablissement de la paie conformément à la réglementation en vigueur.Récolte des éléments de paieEtablissement des déclarations fiscales et sociales (mensuelles et annuelles)Etablissement des tableaux de bord relatifs à la paie.Contrôle de la paie.Contribution à l’établissement des procédures.Profil recherché :Discrétion professionnelle Dispose d'un grand sens d'engagement.Bonne maîtrise des systèmes d'information (maîtrise de ERP est un plus) Bonne maîtrise de l'outil informatiqueBac +04 en comptabilité /  finance ou  diplôme dans la spécialité Ressources Humaines ou équivalent Expérience confirmée dans un poste similaire
ALGERIAN AUTOMOTIVE COUNTER,              Architecte Développement Réseau                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074249-architecte-developpement-reseau,"Mission Principale :  L'architecte de développement du réseau d’agents agréés est responsable de la prospection, la validation et le suivi rigoureux d’aménagement des espaces intérieurs et extérieurs (showrooms, ateliers, magasins, espaces de stationnement et de stockage) composant l’intégralité du réseau des agents agréés. Il/elle joue un rôle crucial dans l'assurance de la qualité fonctionnelle, technique et esthétique des infrastructures conformément à la charte du constructeur et spécificités technique en vigueur dans le respect total du décret exécutif régissant l’activité automobile. Responsabilités et tâches :Participer à la prospection de candidats et s’assurer de la conformité des infrastructures avec les prérequis constructeurs en termes de : superficies ; typologie et de fonctionnalité.Collaborer avec les bureaux d’étude des agents agréés, pour garantir la bonne exécution des travaux d’aménagement en conformité avec les normes du constructeur et du cahier des charges.Communiquer efficacement avec les agents, bureaux d’étude ; les équipes internes et les parties prenantes externes pour s'assurer de la conformité tout au long du processus.Participer à la validation et sélection des matériaux de construction, des revêtements, du mobilier et des accessoires en conformité avec les normes de qualité et les spécifications du cahier des chargesSuivre et coordonner toutes les phases du projet, de la prospection à la réalisation, en veillant au respect des délais et des standards de qualité et de l’image de marque constructeurÊtre le garant de la cohérence de l’identité visuelle et la charte Graphique du réseau avec celles du ConstructeurAssurer un contrôle qualité rigoureux pour garantir la conformité avec les normes architecturales et les exigences du cahier des charges constructeur Qualifications Requises :Diplôme en architecture d'intérieur ou domaine connexe.Expérience significative dans la conception intérieure dans le secteur de l’automobileExcellentes compétences en gestion de projet.Connaissance approfondie des normes de construction et des réglementations en vigueur.Maîtrise des logiciels de conception assistée par ordinateur (CAO) et des outils de modélisation 3D.Une expérience professionnelle de 3 à 5 ans dans le domaine de l’automobile et showroom charté.Compétences :Créativité et sens artistique développé.Capacité à travailler en équipe et à coordonner avec différents intervenants.Excellentes compétences en communication et gestion de relation clientCapacité à gérer plusieurs projets simultanément.Orienté résultat et respect des délais"
BOMARE COMPANY (Stream System),              Chef de Produit Marketing                    , Confirmé / Expérimenté (6 à 10 ans),"Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074247-chef-de-produit-marketing,"Sarl BOMARE COMPANY représentée par la marque commerciale « Stream System » est à la recherche de « Chef de produit centre »Mission du poste :Assurer une veille produit / marchés et une veille technique avec la collaboration du département commercial ou des clients de BOMARE COMPANY.Elaborer des projets d'évolution de gammes des produits (TV, etc) ;En collaboration avec le département communication et en appui aux réseaux commerciaux de BOMARE COMPANY, contribuer au plan de communication et de promotion;Gérer l'évolution des gammes et résoudre les problèmes relatifs aux produits ;Mettre en place et déployer les initiatives Marketing dans le cadre du plan Marketing annuel. Mettre en place et déployer en collaboration avec l’équipe commerciale les opérations Trade Marketing suivant le channel planAssurer les lancements de nouveaux produits en collaboration avec les différents intervenantsExploiter le reporting des KPIs du portefeuille de marques sur le marché, de la veille concurrentielle et recommander  des plans d’actions inhérents ;Mesurer l’efficacité et l’impact des initiatives Trade Marketing et recommander des plans d’actions inhérents ;Manager et développer la performance de l’équipe des marchendisers ;Etablir la cartographie de l’ensemble des PDV de la région dédié Profil recherché : Diplôme universitaires      Bac+4 (Marketing  / Science      commerciale).Maîtriser les techniques marketing      (mix, promotion…)Connaître les process industriels pour verifier      la faisabilité d'un projet Définir une stratégie pertinente pour      sa gamme de produitsRéactivitéEsprit      d’analyseSens de      l’organisationSens du      relationnelCapacité de      travail en équipeExpérience minimale de 03 ans dans la      fonction marketingvéhiculé"
BOMARE COMPANY (Stream System),              Chargé Digitalisation et Archivage Électronique                    , Confirmé / Expérimenté (3 à 5 ans),"El Biar, Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/el-biar/10074246-charge-digitalisation-et-archivage-electronique,"Bomare Company société de fabrication de produits électronique est à la recherche d'un Chargé Digitalisation et Archivage ÉlectroniqueMissions principales-   Assurer le rôle de chef de projet métier pour le système d'archivage électronique de BOMARE COMPANY-   Assurer l'administration fonctionnelle du système d'archivage électronique-   Participer à la constitution, à l'actualisation et à la mise en œuvre d'outils d'archivage électronique-   Assister, dans un premier temps, les départements internes dans la collecte, le contrôle et le classement des archives électroniques,-  Participer au projet de mise en place du système de protection des données à caractère personnel.Profil recherché :-  Formation master (archivage, science documentaire, )- Expérience 02 ans dans un poste similaire est un plus- Connaissance du cadre législatif et réglementaire des archives,- Connaissance des lois en relation avec la Protection des Données à Caractère Personnel- Adaptation et appréciation des technologies et autres aspects techniques (technophile)-  Connaissance approfondie dans le domaine de l’informatique et des systèmes d’informations.-  Connaissance avérée dans la gestion des projets"
CSCEC,              Responsable CFO/CFA  (BTP/ÉTUDE)                    , Responsable d'équipe (Plus de 10 ans),"Staoueli, Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/staoueli/10074245-responsable-cfo-cfa-btp-etude,"Présentation de l'entreprise : Fondée en 1982, la China State Construction Engineering Cooperation Ltd. (CSCEC) est une entreprise publique de construction et d’ingénierie. Classée par le magazine Fortune au 9 éme rang du palmarès des 500 plus grandes entreprises mondiale, elle a réalisé un chiffre d’affaire très important en 2021, faisant d’elle le premier groupe international de construction et de développement immobilier. Actif en Algérie, depuis 1982, la CSCEC a opéré avec l’État Algérien dans le marché de construction. La collaboration entre la CSCEC et l’Algérie a débuté par des projets importants et représentatifs comme Hôtel Sheraton Club des Pins à Alger, le Nouvel Aéroport International Houari Boumediene, Hôtel Sheraton à Oran, le Nouveau Siège du Ministère des Affaires Étrangères, Hôtel Renaissance Lalla Setti-Telmcen, Voie Express Bou Ismail-Cherchell sur 48 km.CSCEC recrute : Un Responsable CFO/CFA (BTP-Etude)Missions du poste : Aspect technique : •             Réaliser les études de production des différents éléments de missions des projets et en assurer le suivi,•             Piloter et organiser l’activité des projets confiés, en accord avec la stratégie définie par la direction régionale,•             Contrôler, organiser et coordonner avec les collaborateurs des différents services pour assurer la bonne exécution des projets,•             Assurer la gestion administrative et financière des projets qui lui sont confiés,•             Garantir le respect des coûts, des délais, et de la qualité des affaires qui lui seront confiées,•             Responsable du prévisionnel de facturation, du suivi de la facturation des projets qui lui seront confiés,•             Animer et/ou co-animer avec le supérieur hiérarchique les réunions de production avec les collaborateurs de sa BU, (réunions de lancement, de validation des phases…),•             Réaliser un reporting mensuel auprès de son supérieur hiérarchique de son activité et de l’activité des collaborateurs de sa BU pour les projets qui lui sont confiés,•             Garantir une bonne communication externe et assurer la qualité des relations avec les interlocuteurs extérieurs (Maître d’ouvrage, architecte…),•             Anticiper, superviser et gèrer les risques techniques, financiers, juridiques et contractuels,•             Respecter les normes environnementales en vigueur,•             Assurer l’interface et les échanges avec les équipes des sociétés partenaires dans son domaine de compétences.Aspect commercial : •             Participer à la prise de commande, au chiffre d’affaires et au résultat d’exploitation de la société, en collaboration avec le Responsable du développement commercial et le Responsable d’agence,•             Participer aux consultations, candidatures, concours et appels d’offres en conformité avec la stratégie commerciale,•             Participer à la négociation des contrats clients prè-signature en collaboration avec son supérieur hiérarchique,•             Participer à la rédaction et à la validation des propositions de prestations en collaboration avec son supérieur hiérarchique,•             Conduire des actions de prospection et de détection des nouvelles affaires auprès des clients potentiels,•             Assurer le relationnel et la fidélisation auprès des prospects, clients, partenaires et interlocuteurs extérieurs,•             Animer et participer à certaines activités de promotion de l’image du Groupe (salons, forum, rencontres, conférences…,•             Participer aux réunions commerciales,•             Assurer le suivi et l’actualisation de la base de données commerciale (CRM),•             Gèrer et entretenir un relationnel client de proximité,•             Participer aux bilans de fin de contrat et retours d’expérience,Profil recherché : Avoir un BAC+4 /5/ Doctorat dans le domaine électrique.  Une Expérience avérée de plus de 10 ans dans le domaine électique en BTP dans les courants forts et faibles. Excellente maîtrise de langue française et une bonne maîtrise de la langue anglaise serait un plus.Maitrise des logiciels DAO, Microsoft Office Sérieux, dynamique, ayant le sens de la responsabilité.Lieu de Travail :Staoueli, Alger"
CSCEC,              Responsable CFO/CFA  (BTP/ÉTUDE)                    , Responsable d'équipe (Plus de 10 ans),"Staoueli, Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/staoueli/10074244-responsable-cfo-cfa-btp-etude,"Présentation de l'entreprise : Fondée en 1982, la China State Construction Engineering Cooperation Ltd. (CSCEC) est une entreprise publique de construction et d’ingénierie. Classée par le magazine Fortune au 9 éme rang du palmarès des 500 plus grandes entreprises mondiale, elle a réalisé un chiffre d’affaire très important en 2021, faisant d’elle le premier groupe international de construction et de développement immobilier. Actif en Algérie, depuis 1982, la CSCEC a opéré avec l’État Algérien dans le marché de construction. La collaboration entre la CSCEC et l’Algérie a débuté par des projets importants et représentatifs comme Hôtel Sheraton Club des Pins à Alger, le Nouvel Aéroport International Houari Boumediene, Hôtel Sheraton à Oran, le Nouveau Siège du Ministère des Affaires Étrangères, Hôtel Renaissance Lalla Setti-Telmcen, Voie Express Bou Ismail-Cherchell sur 48 km.CSCEC recrute : Un Responsable CFO/CFA (BTP-Etude)Missions du poste : Aspect technique : •             Réaliser les études de production des différents éléments de missions des projets et en assurer le suivi,•             Piloter et organiser l’activité des projets confiés, en accord avec la stratégie définie par la direction régionale,•             Contrôler, organiser et coordonner avec les collaborateurs des différents services pour assurer la bonne exécution des projets,•             Assurer la gestion administrative et financière des projets qui lui sont confiés,•             Garantir le respect des coûts, des délais, et de la qualité des affaires qui lui seront confiées,•             Responsable du prévisionnel de facturation, du suivi de la facturation des projets qui lui seront confiés,•             Animer et/ou co-animer avec le supérieur hiérarchique les réunions de production avec les collaborateurs de sa BU, (réunions de lancement, de validation des phases…),•             Réaliser un reporting mensuel auprès de son supérieur hiérarchique de son activité et de l’activité des collaborateurs de sa BU pour les projets qui lui sont confiés,•             Garantir une bonne communication externe et assurer la qualité des relations avec les interlocuteurs extérieurs (Maître d’ouvrage, architecte…),•             Anticiper, superviser et gèrer les risques techniques, financiers, juridiques et contractuels,•             Respecter les normes environnementales en vigueur,•             Assurer l’interface et les échanges avec les équipes des sociétés partenaires dans son domaine de compétences.Aspect commercial : •             Participer à la prise de commande, au chiffre d’affaires et au résultat d’exploitation de la société, en collaboration avec le Responsable du développement commercial et le Responsable d’agence,•             Participer aux consultations, candidatures, concours et appels d’offres en conformité avec la stratégie commerciale,•             Participer à la négociation des contrats clients prè-signature en collaboration avec son supérieur hiérarchique,•             Participer à la rédaction et à la validation des propositions de prestations en collaboration avec son supérieur hiérarchique,•             Conduire des actions de prospection et de détection des nouvelles affaires auprès des clients potentiels,•             Assurer le relationnel et la fidélisation auprès des prospects, clients, partenaires et interlocuteurs extérieurs,•             Animer et participer à certaines activités de promotion de l’image du Groupe (salons, forum, rencontres, conférences…,•             Participer aux réunions commerciales,•             Assurer le suivi et l’actualisation de la base de données commerciale (CRM),•             Gèrer et entretenir un relationnel client de proximité,•             Participer aux bilans de fin de contrat et retours d’expérience,Profil recherché : Avoir un BAC+4 /5/ Doctorat dans le domaine électrique.  Une Expérience avérée de plus de 10 ans dans le domaine électique en BTP dans les courants forts et faibles. Excellente maîtrise de langue française et une bonne maîtrise de la langue anglaise serait un plus.Maitrise des logiciels DAO, Microsoft Office Sérieux, dynamique, ayant le sens de la responsabilité.Lieu de Travail :Staoueli, Alger"
Entreprise anonyme,              Comptable Junior                    , Jeune diplômé (1 à 2 ans),"Alger, Algérie", 19 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/10074243-comptable-junior,"Nous recrutons un comptable junior fraichement diplômé.Missions du poste :  Saisir et enregistrer les opérations journalières de comptabilitéTraiter, vérifier les pièces comptablesTenir à jour les déclarations fiscales et parafiscales Réaliser et effectuer les états de rapprochement bancaire et analyser les comptes comptable Tenir à jour des livres légauxSuivre les importationsAnalyser les comptes et participer aux travaux de fin d’exercice Suivre les caisses régiesProfil recherché :Diplômé en comptabilité Maîtrise l'outils informatique Avoir des capacités d'analysesMaîtrise des règles comptables et fiscales"
Groupe Totemplast/Codiet,              Responsable marketing                    , Responsable d'équipe (3 à 5 ans),"Oran, Oran, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/oran/10074241-responsable-marketing,"Fiche de poste :   le développement d’une stratégie promotionnelle et de communication .l’organisation des différentes actions marketing et de communication .l’animation et la participation à des expositions ou des salons .le recueil et l’analyse des données relatives au volume de vente .la mise en place d’actions servant à relancer ou fidéliser la clientèle cible .le recueil et la diffusion d’informations pertinentes en relation avec l’activité commerciale de la société (évolution des tarifs, tendances, etc.)la mise en place d’une veille marketing et le développement de nouvelles gammes de produits .la réalisation de supports marketing (catalogue, dépliant, fiche produit...) .la supervision des actions de prospection par email, phoning, réseaux sociaux...la proposition d’actions correctives pour améliorer les stratégies marketing .la mise en place d’études de marché.l’analyse de la concurrence.la détermination des objectifs que la société doit atteindre par le biais des actions marketing mises en place.la supervision de l'équipe marketing ."
SARL PRO ATEX,"              Ingénieur en Electrotechnique, Ingénieur Génie Industrie                    ", Confirmé / Expérimenté (3 à 5 ans),"Oran, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/10074240-ingenieur-en-electrotechnique-ingenieur-genie-industrie,Nous sommes dans la recherche d'un ingénieur électrotechnicien élabore et industrialise les composants électroniques qui s’intègreront dans les futurs produits de l’entreprise.COMPÉTENCES DE L’INGÉNIEUR ÉLECTROTECHNICIEN :Met au point des innovations technologiques pour les produits de l’entrepriseDéfinit et conçoit l’architecture des produitsConçoit les composants et équipements Réalise des prototypes et assure les tests et essaisProgramme et met en service les équipementsSuit le déroulement des travaux d’installationAssure une veille technologiqueCOMPÉTENCES TRANSVERSES DE L’INGÉNIEUR ÉLECTROTECHNICIENTraite l’informationMaîtrise les outils bureautiquesMaîtrise les logiciels d’ingénierie assistée par ordinateurSalaire négociable Possibilité des formations à l'étranger.
SARL PRO ATEX,              Technicien Electricien industriel                    , Confirmé / Expérimenté (3 à 5 ans),"Oran, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/oran/10074239-technicien-electricien-industriel,"Technicien électricien, assure l'installation et la mise en service des armoires électrique et autre installation parafoudre, paratonnerre, mise a la terre. Activités :Installation des composant électrique résistance, shunt, ampèremètre, diodes et autres accessoires pour des coffrets de protection cathodique (tests et mesures)Contrôler et vérifier les équipements, installations et matérielsEffectuer les mises aux normes des installations (évolutions récentes et impactantes)Accomplir les tâches d'entretien nécessaires dans le respect des consignes d'hygiène et de sécuritéRéparer, par remplacement ou remise en état, les éléments ou organes défectueux, assurer le raccordementSuivre et reporter les interventions dans les dossiers de construction et de maintenanceAssurer la mise en conformité des installations en cas d'évolution de la réglementationCompétences :Lecture et interprétation rapide des plans et schémasConnaissance d'une technologie connexe : automatisme, électronique, informatique industrielle...Rigueur dans l'application des process et des consignes de sécurité électriquesCapacités d'analyse et de diagnosticPerspectives d'évolution :  Salaire négociableMaitrise bien la langue française, aussi de préférence Anglais. Possibilité des formations professionnel avec diplôme reconnu par INERIS France."
SARL Pole Ceram,              Représentant des ventes                    , Confirmé / Expérimenté (3 à 5 ans),"Bordj Bou Arreridj, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/bordj-bou-arreridj/10074238-representant-des-ventes,"Présentation de l'entreprise : Poleceram est une entreprise dynamique et innovante dans le secteur de céramique qui s'engage à fournir des carreaux ceramic sole et murale de haute qualité. Nous recherchons un représentant des ventes motivé et axé sur les résultats pour rejoindre notre équipe en pleine croissance. Si vous êtes passionné par les ventes, les relations avec la clientèle et que vous prospérez dans un environnement axé sur les objectifs, nous aimerions avoir de vos nouvelles. Responsabilités :  Acquisition de clients :  Identifier et contacter des clients potentiels par le biais d'activités proactives de génération de leads et de prospection. Initier le contact par des appels téléphoniques, des courriels et des rencontres en personne pour présenter nos produits/services.  Processus de vente :  Présenter et démontrer les caractéristiques et les avantages de nos produits/services aux clients potentiels. Communiquer efficacement les propositions de valeur et adapter les présentations pour répondre aux besoins des clients.  Développement des relations :  Cultiver et maintenir des relations solides avec les clients pour assurer leur satisfaction et leur fidélité. Fournir un soutien continu et agir en tant que point de contact pour les demandes des clients.  Veille stratégique :  Rester informé des tendances de l'industrie, des conditions du marché et des offres des concurrents.  Documentation et rapports :  Tenir des dossiers précis et à jour des activités de vente à l'aide de notre système CRM. Préparer régulièrement des rapports résumant la performance des ventes et les activités pour la direction.    Qualifications :  Éducation et expérience :  Diplôme d'études secondaires requis ; un diplôme universitaire en commerce ou dans un domaine connexe est un plus. Expérience avérée dans les ventes ou un domaine connexe est un atout.  Compétences en communication :  Excellentes compétences en communication verbale et écrite. Capacité à transmettre des informations complexes de manière claire et convaincante.  Compétences en vente :  Solides compétences en négociation, persuasion et clôture. Capacité démontrée à atteindre ou dépasser les objectifs de ventes.  Orientation client :  Mentalité axée sur le client avec une passion pour offrir un service exceptionnel. Capacité à établir et à maintenir des relations client à long terme.  Adaptabilité :  Capacité à prospérer dans un environnement dynamique et en constante évolution. Flexibilité pour s'adapter aux priorités changeantes et aux besoins des clients.  Esprit d'équipe :  Attitude collaborative avec la capacité à travailler efficacement au sein d'une équipe.  Maîtrise de la technologie :  Familiarité avec les logiciels CRM et autres outils de vente. Compétences informatiques de base, y compris la maîtrise de Microsoft Office"
Entreprise anonyme,              Acheteur                    , Responsable d'équipe (6 à 10 ans),"Ain Benian, Alger, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/ain-benian/10074237-acheteur,"L'hôtel Mercure Alger Palais des Congrès de Ain Benian, recrute pour son compte un Acheteur ;Ses principales missions et activités seront de : Recevoir les      demandes d’achats des départements et stocks concernés ; Rechercher les      devis associés à ces demandes ; Négocier les      offres des fournisseurs (délais de paiement, prix, délais de      livraison) ; Auditer les      fournisseurs ; Sélectionner un      fournisseur avec l’accord du DAF et du DG ; Editer les bons      de commandes associés ; Suivre      l’évolution des commandes ; Intervenir en      cas de problèmes lors de la réception des commandes (non-conformité,      changement d’articles, …) ; Effectuer une      prospection constante des nouvelles offres correspondant aux besoins de l'entreprise ; Editer les      rapports des visites fournisseurs ; Etablir les      conventions avec les fournisseurs ; Effectuer      toutes les réclamations auprès des fournisseurs ; Gérer les      relations avec les services après-vente ; Fournir les      éléments de facturation nécessaires au service de comptabilité ;Veiller au respect des standards.Profil :Technicien en gestion ou Bac+3 en gestion. Minimum 3 ans d’expérience dans une entreprise internationale (une expérience dans l'hôtellerie serait un plus). Pratique couramment le Français à l’écrit comme      à l’oral. Excellent réseau. Aisance avec les chiffres et l’outil      informatique."
SARL Pole Ceram,              Chargé des Approvisionnements                    , Confirmé / Expérimenté (3 à 5 ans),"Bordj Bou Arreridj, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/bordj-bou-arreridj/10074236-charge-des-approvisionnements,"savoir Maîtriser de la gestion des approvisionnements       Maîtriser des techniques de négociation           Maîtriser de la gestion des achatsMissions principales :     Réception des factures pro forma et placement des bons de commande auprès des fournisseurs.Administrer et assurer des approvisionnements réguliers en fonction du plan de charge dans les meilleurs conditions (qualité, coûts et délais) et éviter les ruptures de stock.Traitement des besoins en collaboration avec le gestionnaire des stocksCréation et mise à jour de la base des données des approvisionnementsPrésente des comptes rendus, des rapports journaliers et bilans détaillés de son activitéExpérience professionnelle :Minimum 03 ans d’expérience dans le domaineLieu de travail :BORDJ BOU ARRERIDJ note importante !Ne postulez pas si vous habitez en dehors de la willaya de Bordj Bou Arreridj, Merci de votre compréhension."
SARL Pole Ceram,              Chargé(e) de ressources humaines                    , Confirmé / Expérimenté (3 à 5 ans),"Bordj Bou Arreridj, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/bordj-bou-arreridj/10074235-charge-e-de-ressources-humaines,"Titre du poste: Chargé(e) de ressources humainesDépartement : Ressources humainesRapports au:  DAGRésumé du poste :Le Chargé(e) de ressources humaines sera chargé de fournir un soutien complet dans diverses fonctions de ressources humaines, y compris le recrutement, les relations avec les employés, la formation et le développement, et l'administration des ressources humaines. Le rôle consiste à aider à la mise en œuvre des politiques et procédures des RH, à assurer le respect des lois et règlements du travail et à aider le gestionnaire des RH à fournir des services RH efficients et efficaces à l'organisation.Responsabilités :Aider au processus de recrutement et de sélection, y compris les offres d'emploi, la sélection des curriculum vitae, la planification des entrevues et la vérification des références.Coordonner l'intégration des nouveaux employés, y compris la préparation des contrats de travail, la tenue de séances d'orientation et l'accomplissement de la documentation requise.Tenir à jour les dossiers des employés et les bases de données des ressources humaines, en veillant à l'exactitude et à la confidentialité.Soutenir les relations avec les employés en répondant et en résolvant les questions, les problèmes et les griefs des employés en temps opportun et de manière professionnelle.Aider à l'élaboration et à la mise en œuvre de politiques, de procédures et de programmes de RH, en veillant à la conformité avec la législation pertinente.Coordonner et administrer les avantages sociaux et les programmes de rémunération des employés, y compris la gestion des congés, l'assurance et la paie.Aider à l'élaboration et à la prestation de programmes de formation et de perfectionnement, y compris l'identification des besoins en formation, la planification des séances et l'évaluation de l'efficacité du programme.Soutenir les processus de gestion du rendement, y compris l'aide à l'établissement d'objectifs, les évaluations du rendement et les procédures disciplinaires.Restez au courant des lois, des règlements du travail et des meilleures pratiques en matière de ressources humaines, et aidez à assurer la conformité au sein de l'organisation.Préparer les rapports RH et l'analyse des données pour la direction, selon les besoins.Aider à maintenir un environnement de travail positif et productif grâce à des initiatives et des activités d'engagement des employés.Maintenir la confidentialité et le professionnalisme dans le traitement des informations sensibles des employés.Aider à d'autres tâches et projets liés aux ressources humaines, tel qu'il lui est assigné.Spécification de la personne :Éducation et qualifications :Baccalauréat en gestion des ressources humaines, en administration des affaires ou dans un domaine connexe.Des certifications supplémentaires dans les RH ou les domaines pertinents sont un plus.Expérience :Familiarité avec les processus, les pratiques et les lois de l'emploi en matière de ressources humaines.Compétences et capacités :Bonne compréhension des principes et des pratiques en matière de ressources humaines.Excellentes compétences en communication écrite et verbale.Solides compétences interpersonnelles et d'établissement de relations.Capacité à traiter les informations confidentielles avec discrétion et à maintenir le professionnalisme.Maîtrise de l'utilisation du  applications logicielles liées aux RH.Solides compétences en organisation et en gestion du temps.Axé sur les détails avec une attention exceptionnelle à la précision.Capacité à travailler de manière indépendante et collaborative dans un environnement d'équipe.Solides capacités de résolution de problèmes et de prise de décision.Connaissance des lois et règlements du travail.Solides compétences en analyse et en interprétation des données.Connaissance des processus et des systèmes de paie.Attributs personnels :Éthique et digne de confiance avec des normes élevées d'intégrité.Capacité à maintenir la confidentialité et à traiter les informations sensibles.Proactif et motivé, avec un fort sens de l'initiative.Flexible et adaptable à l'évolution des priorités et des demandes.Solides compétences interpersonnelles et capacité à travailler avec des individus à tous les niveaux.Excellente attention aux détails et à la précision.Capacité à travailler sous pression et à respecter les délais.Apprenant continu avec une passion pour la croissance professionnelle dans le domaine des RH. note importante !Ne postulez pas si vous habitez en dehors de la willaya de Bordj Bou Arreridj, Merci de votre compréhension."
Marriott Hotel & Residence Inn Bab Ezzouar,              Chauffeur - (Permis catégorie: B + D)                    , Confirmé / Expérimenté (6 à 10 ans),"Bab Ezzouar, Alger, Algérie", 18 Décembre 2023,https://www.emploitic.com/offres-d-emploi/offre-d-emploi/algerie/alger/bab-ezzouar/10074234-chauffeur-permis-categorie-b-d,"POSITION SUMMARYTransport guests to/from assigned destinations using property vehicle. Document all trips prior to the start of and at the conclusion of each trip. Park vehicle in designated location when not in use. Inspect property vehicles for damage and cleanliness. Check tire pressure and fluid levels for property vehicle, and refuel as necessary. Notify appropriate personnel of any vehicle maintenance needs. Document all vehicle incidents (i.e., damages, accidents) and provide reports of incidents to manager/supervisor. Report accidents, injuries, and unsafe work conditions to manager; complete safety training and certifications. Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets. Welcome and acknowledge all guests according to company standards; anticipate and address guests’ service needs; assist individuals with disabilities; thank guests with genuine appreciation. Speak with others using clear and professional language; exchange information with other employees using electronic devices (e.g., pagers and two-way radios, email). Develop and maintain positive working relationships with others. Comply with quality assurance expectations and standards. Read and visually verify information in a variety of formats (e.g., small print). Visually inspect tools, equipment, or machines (e.g., to identify defects). Move at a speed required to respond to work situations (e.g., run, walk, jog). Stand, sit, or walk for an extended period of time or for an entire work shift. Move, lift, carry, push, pull, and place objects weighing less than or equal to 50 pounds without assistance and objects weighing in excess of 75 pounds with assistance. Move over sloping, uneven, or slippery surfaces as well as up and down stairs and/or service ramps. Reach overhead and below the knees, including bending, twisting, pulling, and stooping. Continual use of manual dexterity and gross motor skills with frequent use of bi-manual dexterity and fine motor skills. Perform other reasonable job duties as requested by Supervisors. Marriott International is an equal opportunity employer. We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture. We are committed to non-discrimination on any protected basis, such as disability and veteran status, or any other basis covered under applicable law."
